Date,Open,High,Low,Close,Volume,Ticker
2010-01-04,6.389118243518041,6.421149084710953,6.357686124578495,6.40648078918457,493729600,AAPL
2010-01-05,6.424143184410481,6.45377913699936,6.383729831431048,6.417557239532471,601904800,AAPL
2010-01-06,6.417556632241553,6.443001926272175,6.308890950123877,6.315476894378662,552160000,AAPL
2010-01-07,6.338824948104499,6.346308974116652,6.257999065897093,6.303800106048584,477131200,AAPL
2010-01-08,6.295418818428744,6.346309399359452,6.258299645645094,6.345710277557373,447610800,AAPL
2010-01-11,6.370258675293541,6.376245897623317,6.24003978706942,6.289732933044434,462229600,AAPL
2010-01-12,6.262191743438085,6.279555089075512,6.179271106526269,6.218186855316162,594459600,AAPL
2010-01-13,6.222679525410235,6.314281257018122,6.109822748416234,6.305899143218994,605892000,AAPL
2010-01-14,6.289731398366402,6.300208635206029,6.25710144431181,6.269374847412109,432894000,AAPL
2010-01-15,6.314280703478351,6.334337902596525,6.162807543089351,6.1646037101745605,594067600,AAPL
2010-01-19,6.23644798038945,6.441804927472043,6.2038188149795666,6.437314510345459,730007600,AAPL
2010-01-20,6.433422746845151,6.4525814600330165,6.271472367685669,6.338228702545166,612152800,AAPL
2010-01-21,6.348706221631244,6.385526444250613,6.2029201385068635,6.228664398193359,608154400,AAPL
2010-01-22,6.190048756994141,6.211601961770394,5.9020701073893,5.919731616973877,881767600,AAPL
2010-01-25,6.062223774212136,6.127781865654958,5.992773588257038,6.0789875984191895,1065699600,AAPL
2010-01-26,6.165201571374649,6.397500619425717,6.064319265600282,6.164902210235596,1867110000,AAPL
2010-01-27,6.1921428888494106,6.303801788993921,5.973015344883957,6.2229766845703125,1722568400,AAPL
2010-01-28,6.134667759934874,6.151730545013927,5.94816977241449,5.965831279754639,1173502400,AAPL
2010-01-29,6.01941746684842,6.052945121594054,5.695216484333267,5.749399662017822,1245952400,AAPL
2010-02-01,5.758679933635756,5.867345659149988,5.726649082239608,5.829327583312988,749876400,AAPL
2010-02-02,5.864651617058632,5.876925027081926,5.788914829070356,5.863154411315918,698342400,AAPL
2010-02-03,5.842496280310649,5.9930717054605545,5.820044599087386,5.964034080505371,615328000,AAPL
2010-02-04,5.889196262941924,5.938290687604771,5.734729920747182,5.749099254608154,757652000,AAPL
2010-02-05,5.766461840157096,5.867344147914242,5.713176355720521,5.8511786460876465,850306800,AAPL
2010-02-08,5.858065537404952,5.923624042686643,5.807474293036336,5.811066627502441,478270800,AAPL
2010-02-09,5.879916045005989,5.9122462445061315,5.829923940252894,5.873031139373779,632886800,AAPL
2010-02-10,5.8640496074777,5.885304644215168,5.815255349297551,5.840999603271484,370361600,AAPL
2010-02-11,5.833814404272619,5.979600032060281,5.809267198883153,5.947269439697266,550345600,AAPL
2010-02-12,5.930506525992712,6.036178989926283,5.852375281705478,5.998460292816162,655468800,AAPL
2010-02-16,6.045159835233856,6.097546829310123,6.0325870685662455,6.088865756988525,543737600,AAPL
2010-02-17,6.112516316871935,6.116108651191117,6.0128310379204875,6.063422679901123,436396800,AAPL
2010-02-18,6.035880127145417,6.103534947112001,6.014626285037076,6.074796676635742,422825200,AAPL
2010-02-19,6.042766165166882,6.082879359435265,6.020314079358105,6.037077903747559,415469600,AAPL
2010-02-22,6.057135606542945,6.061924985567922,5.96283883667206,5.999659061431885,390563600,AAPL
2010-02-23,5.987083748701524,6.026897967920756,5.858661059146848,5.899073600769043,575094800,AAPL
2010-02-24,5.934099066522911,6.030191979157538,5.922423983873217,6.006842613220215,460566400,AAPL
2010-02-25,5.90865303075335,6.072698881514884,5.893984739684337,6.04695463180542,665126000,AAPL
2010-02-26,6.058331425346124,6.141851176224056,6.046956102902583,6.125386714935303,507460800,AAPL
2010-03-01,6.159213212661614,6.271471221016472,6.1502327798273555,6.256204605102539,550093600,AAPL
2010-03-02,6.284342523414946,6.311284617744872,6.218784053378974,6.252012729644775,566546400,AAPL
2010-03-03,6.2547088854012545,6.282548673448106,6.224773569269848,6.266383171081543,372052800,AAPL
2010-03-04,6.264886913566775,6.313980542284162,6.245428039594726,6.307693958282471,366041200,AAPL
2010-03-05,6.434321277371331,6.576813982935821,6.425041082007022,6.5543622970581055,899620400,AAPL
2010-03-08,6.586094029735578,6.588488519272053,6.533407665992013,6.558254241943359,429889600,AAPL
2010-03-09,6.535203537328263,6.735471342917785,6.522630769185692,6.676199436187744,920259200,AAPL
2010-03-10,6.700446669368921,6.749840053638543,6.68158731905782,6.7306809425354,596218000,AAPL
2010-03-11,6.702842266911844,6.750438690185547,6.685179959496295,6.750438690185547,405700400,AAPL
2010-03-12,6.806418675474191,6.817195677639329,6.757923764455614,6.783369064331055,416323600,AAPL
2010-03-15,6.746846951783331,6.750438486024149,6.593277887704193,6.700746536254883,493502800,AAPL
2010-03-16,6.710921806421481,6.734869888436723,6.660929715589568,6.719004154205322,446908000,AAPL
2010-03-17,6.732477270840053,6.778877045113814,6.683683007301967,6.709127902984619,450956800,AAPL
2010-03-18,6.708528444414186,6.735470945302969,6.663925236111478,6.724993705749512,342109600,AAPL
